"","country1","country2","year","exports"
"54776","Sweden","Russia",2000,465.4
"54777","Sweden","Estonia",2000,438.36
"54778","Sweden","Latvia",2000,215
"54779","Sweden","Lithuania",2000,185.8
"54780","Sweden","Ukraine",2000,150.4
"54781","Sweden","Belarus",2000,35.1
"54782","Sweden","Armenia",2000,1.55
"54783","Sweden","Georgia",2000,10.61
"54784","Sweden","Azerbaijan",2000,5.71
"54785","Sweden","Finland",2000,4677.31
"54786","Sweden","Norway",2000,4986.11
"54787","Sweden","Denmark",2000,5472.13
"54788","Sweden","Iceland",2000,169.79
"54789","Sweden","Cape Verde",2000,0.54
"54790","Sweden","Sao Tome and Principe",2000,0.03
"54791","Sweden","Guinea-Bissau",2000,0.2
"54792","Sweden","Equatorial Guinea",2000,0.4
"54793","Sweden","Gambia",2000,1.67
"54794","Sweden","Mali",2000,0.54
"54795","Sweden","Senegal",2000,4.69
"54796","Sweden","Benin",2000,1.07
"54797","Sweden","Mauritania",2000,0.6
"54798","Sweden","Niger",2000,0.17
"54799","Sweden","Ivory Coast",2000,11.79
"54800","Sweden","Guinea",2000,0.35
"54801","Sweden","Burkina Faso",2000,0.22
"54802","Sweden","Liberia",2000,0.1
"54803","Sweden","Sierra Leone",2000,4.05
"54804","Sweden","Ghana",2000,31.95
"54805","Sweden","Togo",2000,1.35
"54806","Sweden","Cameroon",2000,10.25
"54807","Sweden","Nigeria",2000,62.12
"54808","Sweden","Gabon",2000,5.16
"54809","Sweden","Central African Republic",2000,0.21
"54810","Sweden","Chad",2000,3.02
"54811","Sweden","Congo",2000,0.2
"54812","Sweden","Democratic Republic of the Congo",2000,0.78
"54813","Sweden","Uganda",2000,4.71
"54814","Sweden","Kenya",2000,23.77
"54815","Sweden","Tanzania",2000,17.22
"54816","Sweden","Burundi",2000,0.09
"54817","Sweden","Rwanda",2000,0.07
"54818","Sweden","Somalia",2000,0.04
"54819","Sweden","Djibouti",2000,0.5
"54820","Sweden","Ethiopia",2000,32.78
"54821","Sweden","Eritrea",2000,0.64
"54822","Sweden","Angola",2000,19.42
"54823","Sweden","Mozambique",2000,4.04
"54824","Sweden","Zambia",2000,2.75
"54825","Sweden","Zimbabwe",2000,8.04
"54826","Sweden","Malawi",2000,1.49
"54827","Sweden","South Africa",2000,459.56
"54828","Sweden","Namibia",2000,2.98
"54829","Sweden","Lesotho",2000,2.27
"54830","Sweden","Botswana",2000,23.06
"54831","Sweden","Swaziland",2000,0.03
"54832","Sweden","Madagascar",2000,0.89
"54833","Sweden","Comoros",2000,0
"54834","Sweden","Mauritius",2000,5.07
"54835","Sweden","Seychelles",2000,0.63
"54836","Sweden","Morocco",2000,255.89
"54837","Sweden","Algeria",2000,55.62
"54838","Sweden","Tunisia",2000,116.27
"54839","Sweden","Libya",2000,56.55
"54840","Sweden","Sudan",2000,11.54
"54841","Sweden","Iran",2000,309.81
"54842","Sweden","Turkey",2000,1439.76
"54843","Sweden","Iraq",2000,22.56
"54844","Sweden","Egypt",2000,473.94
"54845","Sweden","Syria",2000,62.65
"54846","Sweden","Lebanon",2000,51
"54847","Sweden","Jordan",2000,34.56
"54848","Sweden","Israel",2000,414.1
"54849","Sweden","Saudi Arabia",2000,484.11
"54850","Sweden","Yemen",2000,9.44
"54851","Sweden","Kuwait",2000,42.64
"54852","Sweden","Bahrain",2000,27.56
"54853","Sweden","Qatar",2000,37.18
"54854","Sweden","United Arab Emirates",2000,259.7
"54855","Sweden","Oman",2000,34
"54856","Sweden","Afghanistan",2000,0.02
"54857","Sweden","Turkmenistan",2000,0.4
"54858","Sweden","Tajikistan",2000,0.03
"54859","Sweden","Kyrgyzstan",2000,2.7
"54860","Sweden","Uzbekistan",2000,10.36
"54861","Sweden","Kazakhstan",2000,25.8
"54862","Sweden","China",2000,2857.9
"54863","Sweden","Mongolia",2000,0.58
"54864","Sweden","Taiwan",2000,761.5028
"54865","Sweden","North Korea",2000,3.94
"54866","Sweden","South Korea",2000,557.9
"54867","Sweden","Japan",2000,2728.58
"54868","Sweden","India",2000,238.38
"54869","Sweden","Bhutan",2000,0.21
"54870","Sweden","Pakistan",2000,75.61
"54871","Sweden","Bangladesh",2000,36.68
"54872","Sweden","Myanmar",2000,0.16
"54873","Sweden","Sri Lanka",2000,39.61
"54874","Sweden","Maldives",2000,0.99
"54875","Sweden","Nepal",2000,2.77
"54876","Sweden","Thailand",2000,343.01
"54877","Sweden","Cambodia",2000,0.32
"54878","Sweden","Laos",2000,1.48
"54879","Sweden","Vietnam",2000,43.68
"54880","Sweden","Malaysia",2000,771.53
"54881","Sweden","Singapore",2000,519.4
"54882","Sweden","Brunei",2000,1.9
"54883","Sweden","Philippines",2000,114.53
"54884","Sweden","Indonesia",2000,217.39
"54885","Sweden","Australia",2000,1036.05
"54886","Sweden","Papua New Guinea",2000,0.68
"54887","Sweden","New Zealand",2000,173.11
"54888","Sweden","Vanuatu",2000,0.07
"54889","Sweden","Solomon Islands",2000,0.06
"54890","Sweden","Kiribati",2000,0.08
"54891","Sweden","Tuvalu",2000,0
"54892","Sweden","Fiji",2000,0.72
"54893","Sweden","Tonga",2000,0.02
"54894","Sweden","Nauru",2000,0.01
"54895","Sweden","Marshall Islands",2000,NA
"54896","Sweden","Palau",2000,0
"54897","Sweden","Federated States of Micronesia",2000,NA
"54898","Sweden","Samoa",2000,0.02
"54899","Norway","United States of America",2000,5772.4
"54900","Norway","Canada",2000,3228.7
"54901","Norway","Bahamas",2000,53.37
"54902","Norway","Cuba",2000,1.72
"54903","Norway","Haiti",2000,1.55
"54904","Norway","Dominican Republic",2000,22.76
"54905","Norway","Jamaica",2000,6.47
"54906","Norway","Trinidad and Tobago",2000,6.38
"54907","Norway","Barbados",2000,2.75
"54908","Norway","Dominica",2000,0.33
"54909","Norway","Grenada",2000,0
"54910","Norway","St. Lucia",2000,0.46
"54911","Norway","St. Vincent and the Grenadines",2000,0.26
"54912","Norway","Antigua & Barbuda",2000,0
"54913","Norway","St. Kitts and Nevis",2000,0.34
"54914","Norway","Mexico",2000,107.78
"54915","Norway","Belize",2000,0.02
"54916","Norway","Guatemala",2000,4.49
"54917","Norway","Honduras",2000,4.46
"54918","Norway","El Salvador",2000,1.37
"54919","Norway","Nicaragua",2000,2.82
"54920","Norway","Costa Rica",2000,3.84
"54921","Norway","Panama",2000,2.41
"54922","Norway","Colombia",2000,13.4
"54923","Norway","Venezuela",2000,18.97
"54924","Norway","Guyana",2000,0
"54925","Norway","Suriname",2000,0.69
"54926","Norway","Ecuador",2000,1.35
"54927","Norway","Peru",2000,6.57
"54928","Norway","Brazil",2000,228.35
"54929","Norway","Bolivia",2000,0.22
"54930","Norway","Paraguay",2000,0.56
"54931","Norway","Chile",2000,25.26
"54932","Norway","Argentina",2000,23.36
"54933","Norway","Uruguay",2000,1.08
"54934","Norway","United Kingdom",2000,8862.19
"54935","Norway","Ireland",2000,941.21
"54936","Norway","Netherlands",2000,2570.48
"54937","Norway","Belgium",2000,1788.03
"54938","Norway","Luxembourg",2000,12.29
"54939","Norway","France",2000,6466.08
"54940","Norway","Monaco",2000,NA
"54941","Norway","Liechtenstein",2000,NA
"54942","Norway","Switzerland",2000,168.34
"54943","Norway","Spain",2000,653.68
"54944","Norway","Andorra",2000,NA
"54945","Norway","Portugal",2000,706.08
"54946","Norway","Germany",2000,9698.49
"54947","Norway","Poland",2000,404.91
"54948","Norway","Austria",2000,66.38
"54949","Norway","Hungary",2000,45
"54950","Norway","Czech Republic",2000,329.47
"54951","Norway","Slovakia",2000,23.01
"54952","Norway","Italy",2000,768.28
"54953","Norway","San Marino",2000,NA
"54954","Norway","Malta",2000,8.74
"54955","Norway","Albania",2000,5.21
"54956","Norway","Macedonia",2000,1.28
"54957","Norway","Croatia",2000,31.18
"54958","Norway","Yugoslavia",2000,18.81
"54959","Norway","Bosnia and Herzegovina",2000,3.72
"54960","Norway","Slovenia",2000,48.63
"54961","Norway","Greece",2000,105.52
"54962","Norway","Cyprus",2000,4.48
"54963","Norway","Bulgaria",2000,5.54
"54964","Norway","Moldova",2000,1.86
"54965","Norway","Romania",2000,26.81
"54966","Norway","Russia",2000,154.41
"54967","Norway","Estonia",2000,62.63
"54968","Norway","Latvia",2000,35.73
"54969","Norway","Lithuania",2000,42.22
"54970","Norway","Ukraine",2000,44
"54971","Norway","Belarus",2000,22.3
"54972","Norway","Armenia",2000,0.11
"54973","Norway","Georgia",2000,0.09
"54974","Norway","Azerbaijan",2000,5.97
"54975","Norway","Finland",2000,1304.74
"54976","Norway","Sweden",2000,5964.75
"54977","Norway","Denmark",2000,3163.13
"54978","Norway","Iceland",2000,211.34
"54979","Norway","Cape Verde",2000,0.24
"54980","Norway","Sao Tome and Principe",2000,0
"54981","Norway","Guinea-Bissau",2000,0
"54982","Norway","Equatorial Guinea",2000,5.26
"54983","Norway","Gambia",2000,0.55
"54984","Norway","Mali",2000,0.38
"54985","Norway","Senegal",2000,0.9
"54986","Norway","Benin",2000,0.42
"54987","Norway","Mauritania",2000,0.25
"54988","Norway","Niger",2000,0.05
"54989","Norway","Ivory Coast",2000,5.72
"54990","Norway","Guinea",2000,0.12
"54991","Norway","Burkina Faso",2000,0
"54992","Norway","Liberia",2000,58.83
"54993","Norway","Sierra Leone",2000,0.01
"54994","Norway","Ghana",2000,8.45
"54995","Norway","Togo",2000,0.4
"54996","Norway","Cameroon",2000,2.97
"54997","Norway","Nigeria",2000,19.9
"54998","Norway","Gabon",2000,2.14
"54999","Norway","Central African Republic",2000,0.01
"55000","Norway","Chad",2000,0
"55001","Norway","Congo",2000,2.72
"55002","Norway","Democratic Republic of the Congo",2000,0.49
"55003","Norway","Uganda",2000,7.84
"55004","Norway","Kenya",2000,4.26
"55005","Norway","Tanzania",2000,3.52
"55006","Norway","Burundi",2000,0
"55007","Norway","Rwanda",2000,0
"55008","Norway","Somalia",2000,0.13
"55009","Norway","Djibouti",2000,0.63
"55010","Norway","Ethiopia",2000,1.37
"55011","Norway","Eritrea",2000,0
"55012","Norway","Angola",2000,76.54
"55013","Norway","Mozambique",2000,0.1
"55014","Norway","Zambia",2000,5.3
"55015","Norway","Zimbabwe",2000,0.44
"55016","Norway","Malawi",2000,1.28
"55017","Norway","South Africa",2000,34.06
"55018","Norway","Namibia",2000,2.66
"55019","Norway","Lesotho",2000,0
"55020","Norway","Botswana",2000,0.47
"55021","Norway","Swaziland",2000,0
"55022","Norway","Madagascar",2000,0.23
"55023","Norway","Comoros",2000,0
"55024","Norway","Mauritius",2000,0.7
"55025","Norway","Seychelles",2000,0.07
"55026","Norway","Morocco",2000,24.68
"55027","Norway","Algeria",2000,12.13
"55028","Norway","Tunisia",2000,1.36
"55029","Norway","Libya",2000,0.27
"55030","Norway","Sudan",2000,0.44
"55031","Norway","Iran",2000,5.83
"55032","Norway","Turkey",2000,260.29
"55033","Norway","Iraq",2000,0
"55034","Norway","Egypt",2000,37.2
"55035","Norway","Syria",2000,6.08
"55036","Norway","Lebanon",2000,5.51
"55037","Norway","Jordan",2000,2.31
"55038","Norway","Israel",2000,71.7
"55039","Norway","Saudi Arabia",2000,0
"55040","Norway","Yemen",2000,0.48
"55041","Norway","Kuwait",2000,3.49
"55042","Norway","Bahrain",2000,2.19
"55043","Norway","Qatar",2000,4.63
"55044","Norway","United Arab Emirates",2000,51.9
"55045","Norway","Oman",2000,2.99
"55046","Norway","Afghanistan",2000,0
"55047","Norway","Turkmenistan",2000,0.1
"55048","Norway","Tajikistan",2000,0
"55049","Norway","Kyrgyzstan",2000,1.9
"55050","Norway","Uzbekistan",2000,0
"55051","Norway","Kazakhstan",2000,2.65
"55052","Norway","China",2000,723.24
"55053","Norway","Mongolia",2000,0.14
"55054","Norway","Taiwan",2000,227.0959
"55055","Norway","North Korea",2000,0
"55056","Norway","South Korea",2000,421.82
"55057","Norway","Japan",2000,1183.23
"55058","Norway","India",2000,45.85
"55059","Norway","Bhutan",2000,0
"55060","Norway","Pakistan",2000,5.52
"55061","Norway","Bangladesh",2000,28.42
"55062","Norway","Myanmar",2000,0.16
"55063","Norway","Sri Lanka",2000,7.81
"55064","Norway","Maldives",2000,0.55
"55065","Norway","Nepal",2000,0.16
"55066","Norway","Thailand",2000,73.47
"55067","Norway","Cambodia",2000,0.37
"55068","Norway","Laos",2000,0.13
"55069","Norway","Vietnam",2000,7.54
"55070","Norway","Malaysia",2000,49.5
"55071","Norway","Singapore",2000,196.37
"55072","Norway","Brunei",2000,0.16
"55073","Norway","Philippines",2000,10.58
"55074","Norway","Indonesia",2000,42.39
"55075","Norway","Australia",2000,89
"55076","Norway","Papua New Guinea",2000,0.8
"55077","Norway","New Zealand",2000,17.38
"55078","Norway","Vanuatu",2000,0.25
"55079","Norway","Solomon Islands",2000,0.36
"55080","Norway","Kiribati",2000,0
"55081","Norway","Tuvalu",2000,0
"55082","Norway","Fiji",2000,0.14
"55083","Norway","Tonga",2000,0.01
"55084","Norway","Nauru",2000,0
"55085","Norway","Marshall Islands",2000,NA
"55086","Norway","Palau",2000,0
"55087","Norway","Federated States of Micronesia",2000,NA
"55088","Norway","Samoa",2000,0
"55089","Denmark","United States of America",2000,3089.8
"55090","Denmark","Canada",2000,441.18
"55091","Denmark","Bahamas",2000,2.31
"55092","Denmark","Cuba",2000,9.67
"55093","Denmark","Haiti",2000,0.99
"55094","Denmark","Dominican Republic",2000,53.69
"55095","Denmark","Jamaica",2000,3.95
"55096","Denmark","Trinidad and Tobago",2000,2.02
"55097","Denmark","Barbados",2000,7.4
"55098","Denmark","Dominica",2000,0.32
"55099","Denmark","Grenada",2000,0.89
"55100","Denmark","St. Lucia",2000,0.68
"55101","Denmark","St. Vincent and the Grenadines",2000,0.85
"55102","Denmark","Antigua & Barbuda",2000,45.5
"55103","Denmark","St. Kitts and Nevis",2000,0.7
"55104","Denmark","Mexico",2000,156.25
"55105","Denmark","Belize",2000,2.09
"55106","Denmark","Guatemala",2000,7.44
"55107","Denmark","Honduras",2000,2.55
"55108","Denmark","El Salvador",2000,6
"55109","Denmark","Nicaragua",2000,0
"55110","Denmark","Costa Rica",2000,3.94
"55111","Denmark","Panama",2000,9.78
"55112","Denmark","Colombia",2000,35.9
"55113","Denmark","Venezuela",2000,17
"55114","Denmark","Guyana",2000,0.96
"55115","Denmark","Suriname",2000,0.89
"55116","Denmark","Ecuador",2000,7.48
"55117","Denmark","Peru",2000,19.54
"55118","Denmark","Brazil",2000,199.7
"55119","Denmark","Bolivia",2000,2.45
"55120","Denmark","Paraguay",2000,1.48
"55121","Denmark","Chile",2000,73.96
"55122","Denmark","Argentina",2000,93.73
"55123","Denmark","Uruguay",2000,9.93
"55124","Denmark","United Kingdom",2000,3636.98
"55125","Denmark","Ireland",2000,609.1
"55126","Denmark","Netherlands",2000,2129.01
"55127","Denmark","Belgium",2000,811.03
"55128","Denmark","Luxembourg",2000,51.14
"55129","Denmark","France",2000,2519.01
"55130","Denmark","Monaco",2000,NA
"55131","Denmark","Liechtenstein",2000,NA
"55132","Denmark","Switzerland",2000,675.26
"55133","Denmark","Spain",2000,940.82
"55134","Denmark","Andorra",2000,NA
"55135","Denmark","Portugal",2000,265.81
"55136","Denmark","Germany",2000,7943.68
"55137","Denmark","Poland",2000,784.28
"55138","Denmark","Austria",2000,405.8
"55139","Denmark","Hungary",2000,149.7
"55140","Denmark","Czech Republic",2000,207.73
"55141","Denmark","Slovakia",2000,69.42
"55142","Denmark","Italy",2000,1578.45
"55143","Denmark","San Marino",2000,NA
"55144","Denmark","Malta",2000,20.6
"55145","Denmark","Albania",2000,3.84
"55146","Denmark","Macedonia",2000,8.34
"55147","Denmark","Croatia",2000,58.78
"55148","Denmark","Yugoslavia",2000,34.15
"55149","Denmark","Bosnia and Herzegovina",2000,23.39
"55150","Denmark","Slovenia",2000,52.38
"55151","Denmark","Greece",2000,310.12
"55152","Denmark","Cyprus",2000,29.36
"55153","Denmark","Bulgaria",2000,44.79
"55154","Denmark","Moldova",2000,2.04
"55155","Denmark","Romania",2000,54.47
"55156","Denmark","Russia",2000,345.45
"55157","Denmark","Estonia",2000,110.96
"55158","Denmark","Latvia",2000,114.95
"55159","Denmark","Lithuania",2000,168.92
"55160","Denmark","Ukraine",2000,68.2
"55161","Denmark","Belarus",2000,55.37
"55162","Denmark","Armenia",2000,1.42
"55163","Denmark","Georgia",2000,2.77
"55164","Denmark","Azerbaijan",2000,4.03
"55165","Denmark","Finland",2000,2004.05
"55166","Denmark","Sweden",2000,5471.28
"55167","Denmark","Norway",2000,2195.91
"55168","Denmark","Iceland",2000,205.24
"55169","Denmark","Cape Verde",2000,2.36
"55170","Denmark","Sao Tome and Principe",2000,0.25
"55171","Denmark","Guinea-Bissau",2000,0.27
"55172","Denmark","Equatorial Guinea",2000,1.36
"55173","Denmark","Gambia",2000,1.77
"55174","Denmark","Mali",2000,0.75
"55175","Denmark","Senegal",2000,2.25
"55176","Denmark","Benin",2000,4.59
"55177","Denmark","Mauritania",2000,2.02
"55178","Denmark","Niger",2000,1.58
"55179","Denmark","Ivory Coast",2000,3.47
"55180","Denmark","Guinea",2000,3.32
"55181","Denmark","Burkina Faso",2000,4.57
"55182","Denmark","Liberia",2000,4.32
"55183","Denmark","Sierra Leone",2000,3.23
"55184","Denmark","Ghana",2000,12.9
"55185","Denmark","Togo",2000,3.85
"55186","Denmark","Cameroon",2000,1.61
"55187","Denmark","Nigeria",2000,42.34
"55188","Denmark","Gabon",2000,0.7
"55189","Denmark","Central African Republic",2000,0.18
"55190","Denmark","Chad",2000,1.43
"55191","Denmark","Congo",2000,1.04
"55192","Denmark","Democratic Republic of the Congo",2000,0.35
"55193","Denmark","Uganda",2000,9.54
"55194","Denmark","Kenya",2000,9.41
"55195","Denmark","Tanzania",2000,23.08
"55196","Denmark","Burundi",2000,1.95
"55197","Denmark","Rwanda",2000,1.9
"55198","Denmark","Somalia",2000,0.5
"55199","Denmark","Djibouti",2000,1.36
"55200","Denmark","Ethiopia",2000,11.5
"55201","Denmark","Eritrea",2000,3.35
"55202","Denmark","Angola",2000,7.77
"55203","Denmark","Mozambique",2000,6.15
"55204","Denmark","Zambia",2000,9.82
"55205","Denmark","Zimbabwe",2000,5.89
"55206","Denmark","Malawi",2000,2.53
"55207","Denmark","South Africa",2000,136.61
"55208","Denmark","Namibia",2000,2
"55209","Denmark","Lesotho",2000,0.13
"55210","Denmark","Botswana",2000,1.19
"55211","Denmark","Swaziland",2000,0.8
"55212","Denmark","Madagascar",2000,1.97
"55213","Denmark","Comoros",2000,0.01
"55214","Denmark","Mauritius",2000,7.08
"55215","Denmark","Seychelles",2000,1.93
"55216","Denmark","Morocco",2000,56.17
"55217","Denmark","Algeria",2000,27.49
"55218","Denmark","Tunisia",2000,18.08
"55219","Denmark","Libya",2000,14.63
"55220","Denmark","Sudan",2000,7.96
"55221","Denmark","Iran",2000,59.94
"55222","Denmark","Turkey",2000,197.14
"55223","Denmark","Iraq",2000,21.16
"55224","Denmark","Egypt",2000,175.42
"55225","Denmark","Syria",2000,18.7
"55226","Denmark","Lebanon",2000,35.65
"55227","Denmark","Jordan",2000,27.22
"55228","Denmark","Israel",2000,151.3
"55229","Denmark","Saudi Arabia",2000,227.35
"55230","Denmark","Yemen",2000,13.55
"55231","Denmark","Kuwait",2000,52.59
"55232","Denmark","Bahrain",2000,17.25
"55233","Denmark","Qatar",2000,13
"55234","Denmark","United Arab Emirates",2000,124
"55235","Denmark","Oman",2000,27.15
"55236","Denmark","Afghanistan",2000,0.88
"55237","Denmark","Turkmenistan",2000,0.7
"55238","Denmark","Tajikistan",2000,0.2
"55239","Denmark","Kyrgyzstan",2000,2.4
"55240","Denmark","Uzbekistan",2000,7.26
"55241","Denmark","Kazakhstan",2000,8.69
"55242","Denmark","China",2000,1026.83
"55243","Denmark","Mongolia",2000,4.43
"55244","Denmark","Taiwan",2000,184.4999
"55245","Denmark","North Korea",2000,6.94
"55246","Denmark","South Korea",2000,351.15
"55247","Denmark","Japan",2000,2148.64
"55248","Denmark","India",2000,140.73
"55249","Denmark","Bhutan",2000,0.38
"55250","Denmark","Pakistan",2000,18.48
"55251","Denmark","Bangladesh",2000,43.74
"55252","Denmark","Myanmar",2000,2.27
"55253","Denmark","Sri Lanka",2000,10.19
"55254","Denmark","Maldives",2000,4.44
"55255","Denmark","Nepal",2000,2.47
"55256","Denmark","Thailand",2000,148.04
"55257","Denmark","Cambodia",2000,1.7
"55258","Denmark","Laos",2000,0.28
"55259","Denmark","Vietnam",2000,27.79
"55260","Denmark","Malaysia",2000,96.94
"55261","Denmark","Singapore",2000,219.94
"55262","Denmark","Brunei",2000,0.95
"55263","Denmark","Philippines",2000,41.01
"55264","Denmark","Indonesia",2000,44.16
"55265","Denmark","Australia",2000,363.15
"55266","Denmark","Papua New Guinea",2000,2.64
"55267","Denmark","New Zealand",2000,65.63
"55268","Denmark","Vanuatu",2000,0
"55269","Denmark","Solomon Islands",2000,0.03
"55270","Denmark","Kiribati",2000,0.08
"55271","Denmark","Tuvalu",2000,0
"55272","Denmark","Fiji",2000,1.11
"55273","Denmark","Tonga",2000,0.04
"55274","Denmark","Nauru",2000,0
"55275","Denmark","Marshall Islands",2000,NA
"55276","Denmark","Palau",2000,0
"55277","Denmark","Federated States of Micronesia",2000,NA
"55278","Denmark","Samoa",2000,0.77
"55279","Iceland","United States of America",2000,281.8
"55280","Iceland","Canada",2000,60.24
"55281","Iceland","Bahamas",2000,0
"55282","Iceland","Cuba",2000,0
"55283","Iceland","Haiti",2000,0
"55284","Iceland","Dominican Republic",2000,0.17
"55285","Iceland","Jamaica",2000,0.4
"55286","Iceland","Trinidad and Tobago",2000,0.03
"55287","Iceland","Barbados",2000,0.02
"55288","Iceland","Dominica",2000,0
"55289","Iceland","Grenada",2000,0
"55290","Iceland","St. Lucia",2000,0
"55291","Iceland","St. Vincent and the Grenadines",2000,0
"55292","Iceland","Antigua & Barbuda",2000,0
"55293","Iceland","St. Kitts and Nevis",2000,0
"55294","Iceland","Mexico",2000,0
"55295","Iceland","Belize",2000,0
"55296","Iceland","Guatemala",2000,0
"55297","Iceland","Honduras",2000,0.19
"55298","Iceland","El Salvador",2000,0
"55299","Iceland","Nicaragua",2000,0
"55300","Iceland","Costa Rica",2000,0.01
"55301","Iceland","Panama",2000,0
"55302","Iceland","Colombia",2000,0.19
"55303","Iceland","Venezuela",2000,0.09
"55304","Iceland","Guyana",2000,0
"55305","Iceland","Suriname",2000,0
"55306","Iceland","Ecuador",2000,0.02
"55307","Iceland","Peru",2000,0.03
"55308","Iceland","Brazil",2000,2.81
"55309","Iceland","Bolivia",2000,0
"55310","Iceland","Paraguay",2000,0
"55311","Iceland","Chile",2000,2.46
"55312","Iceland","Argentina",2000,0.16
"55313","Iceland","Uruguay",2000,0.1
"55314","Iceland","United Kingdom",2000,583.75
"55315","Iceland","Ireland",2000,3.1
"55316","Iceland","Netherlands",2000,263.93
"55317","Iceland","Belgium",2000,31.72
"55318","Iceland","Luxembourg",2000,1.32
"55319","Iceland","France",2000,66.46
"55320","Iceland","Monaco",2000,NA
"55321","Iceland","Liechtenstein",2000,NA
"55322","Iceland","Switzerland",2000,47.73
"55323","Iceland","Spain",2000,31.27
"55324","Iceland","Andorra",2000,NA
"55325","Iceland","Portugal",2000,110.08
"55326","Iceland","Germany",2000,339.11
"55327","Iceland","Poland",2000,6.42
"55328","Iceland","Austria",2000,2.27
"55329","Iceland","Hungary",2000,0.5
"55330","Iceland","Czech Republic",2000,0.97
"55331","Iceland","Slovakia",2000,0.24
"55332","Iceland","Italy",2000,12.15
"55333","Iceland","San Marino",2000,NA
"55334","Iceland","Malta",2000,0.06
"55335","Iceland","Albania",2000,0
"55336","Iceland","Macedonia",2000,0.39
"55337","Iceland","Croatia",2000,0
"55338","Iceland","Yugoslavia",2000,0
"55339","Iceland","Bosnia and Herzegovina",2000,0
"55340","Iceland","Slovenia",2000,0.57
"55341","Iceland","Greece",2000,2.56
"55342","Iceland","Cyprus",2000,0
"55343","Iceland","Bulgaria",2000,0.26
"55344","Iceland","Moldova",2000,0.02
"55345","Iceland","Romania",2000,1
"55346","Iceland","Russia",2000,6.49
"55347","Iceland","Estonia",2000,0.83
"55348","Iceland","Latvia",2000,1.85
"55349","Iceland","Lithuania",2000,3.51
"55350","Iceland","Ukraine",2000,3.8
"55351","Iceland","Belarus",2000,0.56
"55352","Iceland","Armenia",2000,0
"55353","Iceland","Georgia",2000,0
"55354","Iceland","Azerbaijan",2000,0
"55355","Iceland","Finland",2000,12.48
"55356","Iceland","Sweden",2000,19.51
"55357","Iceland","Norway",2000,81.65
"55358","Iceland","Denmark",2000,91.97
"55359","Iceland","Cape Verde",2000,0
"55360","Iceland","Sao Tome and Principe",2000,0
"55361","Iceland","Guinea-Bissau",2000,0
"55362","Iceland","Equatorial Guinea",2000,0
"55363","Iceland","Gambia",2000,0
"55364","Iceland","Mali",2000,0
"55365","Iceland","Senegal",2000,0.09
"55366","Iceland","Benin",2000,0.02
"55367","Iceland","Mauritania",2000,0.02
"55368","Iceland","Niger",2000,0
"55369","Iceland","Ivory Coast",2000,0.1
"55370","Iceland","Guinea",2000,0
"55371","Iceland","Burkina Faso",2000,0
"55372","Iceland","Liberia",2000,0
"55373","Iceland","Sierra Leone",2000,0
"55374","Iceland","Ghana",2000,0
"55375","Iceland","Togo",2000,0
"55376","Iceland","Cameroon",2000,0.1
"55377","Iceland","Nigeria",2000,8.4
"55378","Iceland","Gabon",2000,0
"55379","Iceland","Central African Republic",2000,0.03
"55380","Iceland","Chad",2000,0
"55381","Iceland","Congo",2000,0.02
"55382","Iceland","Democratic Republic of the Congo",2000,0
"55383","Iceland","Uganda",2000,0.36
"55384","Iceland","Kenya",2000,0.03
"55385","Iceland","Tanzania",2000,0.48
"55386","Iceland","Burundi",2000,0
"55387","Iceland","Rwanda",2000,0
"55388","Iceland","Somalia",2000,0
"55389","Iceland","Djibouti",2000,0
"55390","Iceland","Ethiopia",2000,0
"55391","Iceland","Eritrea",2000,0
"55392","Iceland","Angola",2000,0
"55393","Iceland","Mozambique",2000,0.01
"55394","Iceland","Zambia",2000,0
"55395","Iceland","Zimbabwe",2000,0.55
"55396","Iceland","Malawi",2000,0
"55397","Iceland","South Africa",2000,7.28
"55398","Iceland","Namibia",2000,1.96
"55399","Iceland","Lesotho",2000,0
"55400","Iceland","Botswana",2000,0
"55401","Iceland","Swaziland",2000,0
"55402","Iceland","Madagascar",2000,0.08
"55403","Iceland","Comoros",2000,NA
"55404","Iceland","Mauritius",2000,0.03
"55405","Iceland","Seychelles",2000,0
"55406","Iceland","Morocco",2000,0.44
"55407","Iceland","Algeria",2000,2.27
"55408","Iceland","Tunisia",2000,0.11
"55409","Iceland","Libya",2000,0
"55410","Iceland","Sudan",2000,0
"55411","Iceland","Iran",2000,0
"55412","Iceland","Turkey",2000,4.01
"55413","Iceland","Iraq",2000,0
"55414","Iceland","Egypt",2000,0.04
"55415","Iceland","Syria",2000,0
"55416","Iceland","Lebanon",2000,0.01
"55417","Iceland","Jordan",2000,0.17
"55418","Iceland","Israel",2000,4.7
"55419","Iceland","Saudi Arabia",2000,0.32
"55420","Iceland","Yemen",2000,0
"55421","Iceland","Kuwait",2000,0
"55422","Iceland","Bahrain",2000,0.05
"55423","Iceland","Qatar",2000,0
"55424","Iceland","United Arab Emirates",2000,0.11
"55425","Iceland","Oman",2000,0.01
"55426","Iceland","Afghanistan",2000,0
"55427","Iceland","Turkmenistan",2000,0
"55428","Iceland","Tajikistan",2000,0
"55429","Iceland","Kyrgyzstan",2000,0
"55430","Iceland","Uzbekistan",2000,0.17
"55431","Iceland","Kazakhstan",2000,0.1
"55432","Iceland","China",2000,29.21
"55433","Iceland","Mongolia",2000,0
"55434","Iceland","Taiwan",2000,15.08234
